_MCATE_CD_NM,SEXDSTN_CD,BIRTH_YEAR,MRRG_AT_CD,CHLDRN_AT_CD,FAMILY_TY_NM,OC_AREA_CD,ANSWRR_OC_AREA_NM,OCCP_CL_NM,MT_AVRG_HSHLD_INCOME_DGREE_NM,COM_AT,TOUR_PD,LDGS_NM,LDGS_ADDR,LDGS_ROAD_NM_ADDR,GSRM_SCALE_CN,LDGS_GRAD_VALUE,LDGMNT_TY_NM,LDGS_AVRG_PRC,LDGS_MIN_PRC,LDGS_MXMM_PRC,LDGS_AVRG_SCORE_CO,COM_TY,여행유형,나이,나이대
13735,M,1949,기혼,결혼하지 않은 성인,4,경기,광주시,자유직,500만원,Y,2018,한화리조트 경주,경북,경북 경주시 보문로 182-27,200개 이상,성급없음,휴양콘도미니엄업,307847,97000,785543,9,"자녀, 배우자",가족여행,70,70대
20247,M,1979,기혼,"영/유아, 초등학생",4,서울,양천구,사무직,1000만원,Y,2022,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"자녀, 배우자",가족여행,44,40대
10031,M,1981,기혼,"영/유아, 초등학생",4,대전,서구,기술직,100만원 미만,Y,2022,신라스테이광화문,서울,서울 종로구 삼봉로 71,200개 이상,3성,관광호텔업,226237,143143,556600,9,자녀,가족여행,42,40대
11942,M,1980,기혼,"영/유아, 초등학생",4,부산,강서구,사무직,400만원,Y,2021,신라스테이광화문,서울,서울 종로구 삼봉로 71,200개 이상,3성,관광호텔업,226237,143143,556600,9,"자녀, 배우자",가족여행,42,40대
11944,M,1981,기혼,"영/유아, 초등학생",4,경남,진주시,사무직,400만원,Y,2022,신라스테이광화문,서울,서울 종로구 삼봉로 71,200개 이상,3성,관광호텔업,226237,143143,556600,9,"자녀, 배우자",가족여행,42,40대
11946,M,1977,기혼,"영/유아, 초등학생",3,경기,남양주시,사무직,400만원,Y,2020,신라스테이광화문,서울,서울 종로구 삼봉로 71,200개 이상,3성,관광호텔업,226237,143143,556600,9,"배우자, 자녀",가족여행,44,40대
13743,F,1960,기혼,결혼하지 않은 성인,4,인천,서구,기술직,500만원,Y,2022,한화리조트 경주,경북,경북 경주시 보문로 182-27,200개 이상,성급없음,휴양콘도미니엄업,307847,97000,785543,9,자녀,가족여행,63,60대
18750,M,1983,기혼,"영/유아, 초등학생",5,대구,북구,사무직,1000만원 초과,Y,2023,신라스테이광화문,서울,서울 종로구 삼봉로 71,200개 이상,3성,관광호텔업,226237,143143,556600,9,"자녀, 배우자",가족여행,41,40대
12220,M,1985,기혼,"영/유아, 초등학생",4,대구,동구,사무직,400만원,Y,2023,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"배우자, 자녀",가족여행,39,30대
13751,M,1967,기혼,결혼하지 않은 성인,3,대전,유성구,기타,500만원,Y,2021,경주 코오롱호텔,경북,경북 경주시 불국로 289-17,200개 이상,4성,관광호텔업,231518,74000,924000,9,"배우자, 자녀",가족여행,55,50대
12222,F,1968,기혼,"영/유아, 초등학생",5,부산,기장군,전업주부,400만원,Y,2022,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,55,50대
13788,M,1980,기혼,"영/유아, 초등학생",3,경기,성남시,사무직,500만원,Y,2022,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"배우자, 자녀",가족여행,43,40대
13756,M,1972,기혼,중/고등학생,4,대구,동구,사무직,500만원,Y,2019,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,"자녀, 배우자",가족여행,48,40대
13758,F,1977,기혼,중/고등학생,3,경기,안양시,전업주부,500만원,Y,2020,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,"배우자, 자녀",가족여행,44,40대
13759,F,1977,기혼,중/고등학생,3,경기,안양시,전업주부,500만원,Y,2019,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,"자녀, 배우자",가족여행,43,40대
13792,M,1978,기혼,"영/유아, 초등학생",4,대구,달성군,사무직,500만원,Y,2019,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,42,40대
13765,F,1970,기혼,중/고등학생,4,서울,노원구,사무직,500만원,Y,2020,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,"자녀, 배우자",가족여행,51,50대
13774,M,1957,기혼,결혼한 성인,2,경북,경주시,무직,500만원,Y,2021,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,자녀,가족여행,65,60대
15251,M,1977,기혼,"영/유아, 초등학생",3,강원,춘천시,자영업,600만원,Y,2023,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,47,40대
15255,F,1983,기혼,"영/유아, 초등학생",3,서울,성동구,전업주부,600만원,Y,2022,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,40,40대
13797,M,1969,기혼,중/고등학생,4,경기,수원시,경영/관리직,500만원,Y,2019,덕구온천호텔,경북,경북 울진군 북면 덕구온천로 924,100개 이하,3성,관광호텔업,152676,86361,316250,9,"자녀, 배우자",가족여행,51,50대
17434,M,1969,기혼,"영/유아, 초등학생",4,경기,수원시,사무직,800만원,Y,2022,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,54,50대
13800,M,1952,기혼,결혼하지 않은 성인,3,서울,서초구,무직,500만원,Y,2021,덕구온천호텔,경북,경북 울진군 북면 덕구온천로 924,100개 이하,3성,관광호텔업,152676,86361,316250,9,"배우자, 자녀",가족여행,70,70대
17438,F,1981,기혼,"영/유아, 초등학생",4,경기,안산시,기술직,800만원,Y,2020,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"배우자, 자녀",가족여행,40,40대
17440,F,1988,기혼,"영/유아, 초등학생",2,세종,,전업주부,800만원,Y,2023,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"배우자, 자녀",가족여행,36,30대
17441,M,1976,기혼,"영/유아, 초등학생",4,서울,동대문구,경영/관리직,800만원,Y,2021,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"배우자, 자녀",가족여행,46,40대
19006,M,1981,기혼,"영/유아, 초등학생",3,서울,광진구,사무직,1000만원 초과,Y,2022,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,42,40대
19010,M,1978,기혼,"영/유아, 초등학생",4,경북,구미시,전문직,1000만원 초과,Y,2020,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,43,40대
20047,F,1979,기혼,"영/유아, 초등학생",3,서울,광진구,사무직,1000만원,Y,2021,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"자녀, 배우자",가족여행,43,40대
20048,F,1979,기혼,"영/유아, 초등학생",4,인천,남동구,사무직,1000만원,Y,2022,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,"배우자, 자녀",가족여행,44,40대
11286,M,1977,기혼,"영/유아, 초등학생",4,경기,의정부시,판매/서비스직,300만원,Y,2019,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,43,40대
11293,M,1975,기혼,"영/유아, 초등학생",3,서울,마포구,사무직,300만원,Y,2022,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,48,40대
13819,M,1954,기혼,결혼해 자녀가 있음,2,대구,수성구,전문직,500만원,Y,2020,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,"배우자, 자녀",가족여행,67,60대
12455,M,1982,기혼,"영/유아, 초등학생",3,경기,안양시,사무직,400만원,Y,2021,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 친구, 배우자",가족여행,40,40대
12459,F,1980,기혼,"영/유아, 초등학생",4,강원,춘천시,사무직,400만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,41,40대
13830,M,1979,기혼,중/고등학생,4,대구,수성구,사무직,500만원,Y,2021,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,"자녀, 배우자",가족여행,43,40대
12460,M,1978,기혼,"영/유아, 초등학생",4,인천,중구,사무직,400만원,Y,2021,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,44,40대
14112,M,1977,기혼,"영/유아, 초등학생",4,서울,양천구,사무직,500만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,44,40대
13836,M,1970,기혼,중/고등학생,4,경북,영주시,사무직,500만원,Y,2020,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,"배우자, 자녀",가족여행,51,50대
13837,M,1969,기혼,대학/대학원생 자녀,4,서울,서대문구,기능/숙련공,500만원,Y,2020,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,"배우자, 자녀",가족여행,52,50대
13838,F,1977,기혼,중/고등학생,3,부산,수영구,기술직,500만원,Y,2022,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,"배우자, 자녀",가족여행,46,40대
14115,F,1980,기혼,"영/유아, 초등학생",3,경기,용인시,전업주부,500만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀, 친구",가족여행,41,40대
14122,M,1976,기혼,"영/유아, 초등학생",4,경기,김포시,사무직,500만원,Y,2023,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,48,40대
14123,M,1975,기혼,"영/유아, 초등학생",4,경기,김포시,사무직,500만원,Y,2021,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,47,40대
14125,M,1980,기혼,"영/유아, 초등학생",3,경기,의정부시,자영업,500만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,41,40대
14126,M,1975,기혼,"영/유아, 초등학생",4,서울,강남구,기술직,500만원,Y,2021,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,47,40대
14127,M,1978,기혼,"영/유아, 초등학생",3,경기,군포시,기술직,500만원,Y,2022,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,45,40대
15497,M,1983,기혼,"영/유아, 초등학생",3,경기,성남시,사무직,600만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,38,30대
15498,M,1982,기혼,"영/유아, 초등학생",7,충북,충주시,기능/숙련공,600만원,Y,2019,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,38,30대
15501,M,1984,기혼,"영/유아, 초등학생",4,충남,계룡시,사무직,600만원,Y,2019,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,36,30대
13855,M,1971,기혼,대학/대학원생 자녀,3,경기,김포시,경영/관리직,500만원,Y,2021,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,"배우자, 자녀",가족여행,51,50대
15502,M,1969,기혼,"영/유아, 초등학생",5,경기,파주시,경영/관리직,600만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,52,50대
13860,F,1970,기혼,대학/대학원생 자녀,4,경기,파주시,전업주부,500만원,Y,2022,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,"자녀, 배우자",가족여행,53,50대
13863,M,1977,기혼,중/고등학생,3,경남,김해시,경영/관리직,500만원,Y,2021,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,"배우자, 자녀",가족여행,45,40대
13866,F,1973,기혼,중/고등학생,5,서울,마포구,기타,500만원,Y,2020,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,"자녀, 배우자",가족여행,48,40대
13867,M,1969,기혼,결혼하지 않은 성인,4,대구,북구,사무직,500만원,Y,2021,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,"배우자, 자녀",가족여행,53,50대
15513,M,1984,기혼,"영/유아, 초등학생",4,서울,중랑구,자영업,600만원,Y,2021,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,38,30대
13878,F,1967,기혼,결혼하지 않은 성인,3,경기,화성시,전업주부,500만원,Y,2018,금호리조트 통영,경남,경남 통영시 큰발개1길 33,200개 이상,성급없음,휴양콘도미니엄업,177637,118000,277300,9,"자녀, 배우자",가족여행,52,50대
15514,M,1977,기혼,"영/유아, 초등학생",4,서울,양천구,사무직,600만원,Y,2021,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"배우자, 자녀",가족여행,45,40대
13882,M,1968,기혼,결혼하지 않은 성인,3,서울,영등포구,자영업,500만원,Y,2021,금호리조트 통영,경남,경남 통영시 큰발개1길 33,200개 이상,성급없음,휴양콘도미니엄업,177637,118000,277300,9,"자녀, 배우자",가족여행,54,50대
15515,M,1981,기혼,"영/유아, 초등학생",4,충북,보은군,사무직,600만원,Y,2020,오크밸리 리조트,강원,강원 원주시 지정면 오크밸리1길 66,200개 이상,4성,미분류,227150,97396,345000,9,"자녀, 배우자",가족여행,40,40대
